Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130,0,4130,0.814,2418,57,0.781,0
Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900,0,3900,1.092,4337,81,0.8,0
Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,23,5,1,0,2591,0,2591,0.61,3876,67,0.763,0
Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615,950,665,0.507,2212,43,0.387,0.588
Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5,2,2033,1037,996,1.064,4100,82,0.708,0.51
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51,6,2,3,1511,0,1511,0.678,4683,87,0.706,0
Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3,2,4010,1504,2506,0.766,3807,61,0.564,0.375
Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2,3,1669,1000,669,0.717,4085,69,0.971,0.599
Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052,0,3052,0.868,2598,47,0.469,0
Existing Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,1,2,2712,1617,1095,0.715,4858,73,0.738,0.596
Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2,3,1978,871,1107,0.636,4299,59,0.844,0.44
Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606,0,1606,0.855,4548,76,0.652,0
Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,2406,1705,701,0.624,4665,89,0.816,0.709
Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796,0,2796,0.729,2196,35,0.75,0
Existing Customer,54,F,1,Post-Graduate,Married,Unknown,Blue,40,4,1,2,2876,1267,1609,0.617,4302,74,0.51,0.441
Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554,0,3554,0.782,2372,44,0.63,0
Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576,0,1576,0.789,2703,56,1,0
Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973,1136,1837,0.729,4342,87,0.776,0.382
Existing Customer,43,F,1,High School,Unknown,$40K - $60K,Blue,35,6,3,2,1766,0,1766,0.779,4808,87,0.673,0
Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,40,3,2,3,1606,0,1606,0.824,4129,68,0.744,0
Attrited Customer,54,F,0,High School,Unknown,Less than $40K,Blue,34,4,3,3,2223,632,1591,0.665,2538,49,0.581,0.284
Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896,0,2896,0.961,4970,85,0.889,0
Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,2157,1494,663,0.765,4784,69,0.605,0.693
Attrited Customer,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802,1558,2244,0.489,2003,43,0.593,0.41
Existing Customer,36,F,2,Unknown,Unknown,Less than $40K,Blue,28,6,1,2,2169,1602,567,0.668,5182,78,0.814,0.739
Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,34,6,3,0,4862,0,4862,0.695,4167,86,0.593,0
Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289,1037,1252,0.504,4483,72,0.5,0.453
Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,36,4,3,2,2406,1744,662,0.694,4748,88,0.692,0.725
Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022,895,2127,0.95,2724,38,0.9,0.296
Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256,1346,910,0.911,4893,76,0.81,0.597
Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516,0,1516,0.737,2709,54,0.385,0
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,33,3,2,2,2485,1651,834,1.1,4351,86,0.83,0.664
Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,5,2,2,1820,909,911,0.737,4665,67,0.763,0.499
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,47,4,3,3,2156,1134,1022,0.669,4120,77,0.711,0.526
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2,2,2035,1174,861,0.876,4670,77,0.638,0.577
Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833,0,1833,0.549,2037,31,0.292,0
Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623,0,1623,1.058,4965,74,0.805,0
Attrited Customer,27,F,0,Unknown,Single,Less than $40K,Blue,16,6,1,3,1835,1647,188,0.513,1903,44,0.63,0.898
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490,1989,2501,0.604,4346,70,0.795,0.443
Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,0,1574,0.582,2560,59,0.788,0
Existing Customer,52,F,2,College,Single,Less than $40K,Blue,36,3,2,2,2370,1490,880,0.63,4751,80,0.86,0.629
Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,2,0,2658,0,2658,0.891,4667,83,0.93,0
Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300,0,2300,0.703,2500,47,0.119,0
Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368,1244,1124,0.935,4289,71,0.868,0.525
Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883,1936,947,0.861,4244,53,0.656,0.672
Existing Customer,43,F,2,College,Divorced,Unknown,Blue,38,4,3,2,3264,2042,1222,0.752,4624,75,0.705,0.626
Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,41,3,2,2,1937,916,1021,0.807,4303,89,0.78,0.473
Existing Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,5,2,2,2166,1465,701,0.857,5097,82,0.673,0.676
Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1,1,3743,2090,1653,0.969,4674,67,0.718,0.558
Existing Customer,31,F,0,Uneducated,Divorced,Unknown,Blue,36,6,3,1,5190,1682,3508,0.888,4900,81,0.8,0.324
Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577,1450,1127,0.747,4576,83,0.766,0.563
Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761,2121,1640,0.694,4476,79,0.927,0.564
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572,0,1572,0.74,2447,41,0.577,0
Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,36,3,1,1,1637,0,1637,0.889,4800,70,0.795,0
Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402,1524,2878,0.628,3063,57,0.9,0.346
Existing Customer,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,6,1,3,2652,1911,741,0.831,4816,79,0.881,0.721
Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900,0,1900,0.776,2880,46,0.353,0
Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455,1385,2070,0.773,4925,82,0.745,0.401
Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,26,4,1,3,2295,1250,1045,0.912,3834,69,0.643,0.545
Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,403,0.705,3595,65,0.857,0.735
Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,1,2723,1902,821,0.723,3875,84,0.75,0.698
Existing Customer,47,F,0,College,Married,Less than $40K,Blue,27,3,1,3,1776,691,1085,0.878,4878,84,0.826,0.389
Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968,1270,698,0.975,4199,84,0.826,0.645
Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860,1054,806,0.963,5163,73,0.973,0.567
Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684,2126,558,0.69,5299,75,0.875,0.792
Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180,1865,315,0.748,4348,77,0.51,0.856
Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661,0,1661,0.786,2473,49,0.75,0
Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,1679,0.658,4771,81,0.761,0
Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691,0,1691,0.865,2716,63,0.703,0
Existing Customer,46,F,2,Post-Graduate,Single,Less than $40K,Blue,35,4,2,3,2888,1641,1247,0.976,3703,61,1.179,0.568
Existing Customer,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871,1339,532,0.79,4553,90,0.731,0.716
Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,34,5,1,3,3226,2517,709,0.818,4317,81,0.884,0.78
Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959,1483,3476,0.902,4286,71,0.614,0.299
Attrited Customer,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486,849,637,0.621,2380,43,0.87,0.571
Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,33,3,3,3,2542,0,2542,0.587,4087,73,0.78,0
Attrited Customer,35,M,2,Unknown,Single,Less than $40K,Blue,36,5,3,3,1931,0,1931,0.862,2482,40,0.6,0
Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644,500,1144,0.784,2450,45,0.406,0.304
Existing Customer,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283,0,2283,0.899,4088,66,0.886,0
Existing Customer,36,F,1,Doctorate,Unknown,Less than $40K,Blue,36,3,2,2,4943,1204,3739,0.417,4024,82,0.783,0.244
Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760,0,1760,0.457,2285,46,0.643,0
Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,39,4,4,3,1852,0,1852,0.801,4339,82,0.783,0
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049,1530,519,1.344,4521,70,0.628,0.747
Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,1670,0.707,2790,37,0.321,0
Existing Customer,35,F,3,Unknown,Divorced,Less than $40K,Blue,29,4,2,3,1511,864,647,0.712,4823,64,0.829,0.572
Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030,1251,1779,0.694,4724,71,0.775,0.413
Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755,1483,1272,0.806,4394,75,0.63,0.538
Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,1861,1677,184,0.742,5225,94,0.679,0.901
Attrited Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,3,2,4710,0,4710,0.717,2690,43,0.955,0
Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190,1299,891,0.938,5026,77,0.711,0.593
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,30,4,1,3,4829,1153,3676,0.534,4778,65,0.97,0.239
Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,3210,2081,1129,0.615,3962,62,0.938,0.648
Existing Customer,38,F,0,Graduate,Single,Less than $40K,Blue,32,6,3,3,1755,750,1005,0.659,5000,79,0.837,0.427
Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,32,6,2,2,1636,1135,501,0.754,5056,85,0.809,0.694
Existing Customer,52,F,0,Graduate,Unknown,$40K - $60K,Blue,42,4,3,2,2723,1544,1179,0.794,4108,70,1.258,0.567
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,2,2019,991,1028,0.799,3603,59,0.967,0.491
Existing Customer,49,M,3,Unknown,Married,$40K - $60K,Blue,32,4,3,3,3114,2208,906,0.824,5219,86,0.686,0.709
Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323,0,4323,0.817,2451,38,0.727,0
Attrited Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647,2517,1130,0.842,2935,58,0.933,0.69
Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,35,5,2,2,1849,1293,556,0.835,4678,71,0.972,0.699
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47,3,3,1,2540,1859,681,0.768,4480,80,0.702,0.732
Existing Customer,42,F,5,High School,Single,Unknown,Blue,31,6,3,2,4972,0,4972,0.719,4524,72,0.756,0
Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,2,2,2897,638,2259,1.041,4491,75,0.786,0.22
Existing Customer,45,F,5,High School,Married,Less than $40K,Blue,34,4,1,2,2030,1269,761,0.646,5067,88,0.725,0.625
Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146,0,3146,0.414,1868,38,0.31,0
Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,45,6,2,3,3185,1820,1365,0.965,5069,81,1.025,0.571
Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,4328,1749,2579,0.806,4593,72,1,0.404
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45,3,3,3,2238,1300,938,1.071,4508,79,0.756,0.581
Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,3,2658,1884,774,0.627,4779,83,0.93,0.709
Existing Customer,46,F,5,Unknown,Single,Less than $40K,Blue,28,3,2,3,2424,2169,255,0.613,4209,76,0.767,0.895
Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44,4,3,2,2303,540,1763,0.57,3440,46,0.704,0.234
Existing Customer,51,M,2,Graduate,Divorced,$120K +,Blue,41,4,2,3,2792,887,1905,0.793,4074,81,0.8,0.318
Existing Customer,44,F,4,Post-Graduate,Single,Less than $40K,Blue,32,3,1,2,2900,1987,913,0.667,4549,70,0.75,0.685
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,33,3,3,3,2267,1283,984,0.761,4249,81,0.8,0.566
Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,34,3,3,3,4189,2066,2123,0.686,4661,85,0.735,0.493
Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,26,6,1,2,3269,1434,1835,0.63,4672,66,0.65,0.439
Existing Customer,59,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,2,2759,2481,278,0.588,5037,84,0.68,0.899
Attrited Customer,46,F,5,Doctorate,Single,Less than $40K,Blue,37,3,2,2,1787,0,1787,0.654,2345,36,0.286,0
Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904,2517,387,0.624,2653,46,0.586,0.867
Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34,5,2,2,5293,1236,4057,0.848,4572,90,0.8,0.234
Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,49,4,2,1,1781,0,1781,0.57,4593,81,0.8,0
Existing Customer,50,M,3,Unknown,Married,$60K - $80K,Blue,36,4,3,2,3276,2353,923,0.725,4488,92,0.736,0.718
Attrited Customer,59,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,4375,0,4375,0.621,2507,53,0.472,0
Existing Customer,36,F,2,College,Unknown,Unknown,Blue,24,6,3,3,3448,1903,1545,0.841,5471,87,0.642,0.552
Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111,1761,350,0.753,2112,46,0.769,0.834
Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,4,1,3,3123,0,3123,0.513,4424,81,0.723,0
Existing Customer,60,F,0,Unknown,Single,$40K - $60K,Blue,36,6,3,2,4115,1231,2884,0.745,3627,61,1.179,0.299
Existing Customer,42,F,2,High School,Married,Unknown,Blue,30,5,3,2,1898,725,1173,0.664,5051,64,1.065,0.382
Existing Customer,44,F,1,High School,Single,Unknown,Blue,39,4,3,2,2021,1182,839,0.794,4209,77,0.833,0.585
Existing Customer,33,F,3,Uneducated,Single,Less than $40K,Blue,13,5,3,3,1630,1008,622,0.695,4143,67,0.595,0.618
Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,1538,0,1538,0.684,2275,43,0.483,0
Existing Customer,39,F,3,Post-Graduate,Married,Less than $40K,Blue,19,5,1,2,2452,2423,29,0.778,4204,63,0.8,0.988
Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,26,4,2,2,2586,835,1751,0.721,4883,73,0.825,0.323
Existing Customer,59,F,1,Unknown,Married,Less than $40K,Blue,52,6,3,3,2308,2094,214,0.722,4869,77,0.75,0.907
Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,44,3,3,3,1655,0,1655,0.766,4621,67,0.675,0
Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,25,4,2,2,2768,2228,540,0.864,5112,86,0.87,0.805
Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,52,3,3,3,2533,2076,457,0.738,3816,75,0.829,0.82
Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410,2517,1893,0.53,1883,44,0.63,0.571
Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468,2517,951,0.746,2494,39,0.345,0.726
Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,2441,1670,771,0.697,4105,73,0.553,0.684
Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836,0,1836,0.323,1799,28,0.167,0
Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,2560,1807,753,0.995,4456,70,0.522,0.706
Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964,2517,447,0.699,2327,38,0.81,0.849
Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2279,1789,490,0.865,4091,82,0.907,0.785
Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,6,2,3,2020,1103,917,0.942,4951,85,0.932,0.546
Existing Customer,56,F,2,Uneducated,Single,Unknown,Blue,47,5,2,1,5261,1966,3295,0.672,4448,86,0.792,0.374
Existing Customer,43,F,3,High School,Married,Unknown,Blue,31,3,3,1,2692,2039,653,0.853,4622,73,0.78,0.757
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,1,1994,0,1994,0.829,4434,69,0.568,0
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,3290,0,3290,0.841,4780,84,0.615,0
Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41,4,2,3,3035,1960,1075,0.566,4104,79,0.927,0.646
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,36,4,3,1,2407,1552,855,0.62,4983,86,0.755,0.645
Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,35,6,3,2,1781,0,1781,0.693,2196,35,0.75,0
Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680,0,3680,0.729,2725,41,0.577,0
Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,2740,2425,315,0.816,2431,46,0.394,0.885
Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,31,4,6,3,4311,822,3489,0.722,4965,94,0.541,0.191
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,32,5,3,3,1931,1297,634,1.037,4693,66,0.833,0.672
Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,3604,1483,2121,0.597,4576,87,0.706,0.411
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,6,2,2,2190,0,2190,0.63,4416,68,0.581,0
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,36,3,2,3,3413,2372,1041,0.7,5029,86,0.792,0.695
Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,14,3,2,1,2163,1942,221,0.582,4380,57,0.781,0.898
Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,3595,1904,1691,0.891,5025,84,0.647,0.53
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,2315,1565,750,0.873,4828,90,0.8,0.676
Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,37,6,1,3,4008,1650,2358,1,5429,71,0.732,0.412
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,30,6,2,3,3143,2517,626,0.959,5409,79,0.881,0.801
Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427,0,3427,0.5,2625,63,0.5,0
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,2699,564,2135,0.683,4813,78,0.814,0.209
Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538,0,1538,0.706,4884,79,0.881,0
Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,2570,1764,806,0.786,4442,85,0.771,0.686
Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42,4,2,3,4349,1400,2949,0.641,4694,84,0.75,0.322
Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32
Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,27,5,1,2,1503,929,574,0.892,4680,67,0.971,0.618
Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,35,3,3,2,2793,1517,1276,0.712,3485,72,0.895,0.543
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,47,6,1,1,2394,1427,967,0.803,4611,82,0.783,0.596
Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,2927,2517,410,0.419,2231,60,0.875,0.86
Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,6,2,1,1543,1041,502,0.92,4312,84,0.647,0.675
Existing Customer,53,F,1,College,Married,Unknown,Blue,40,3,2,1,4941,1867,3074,0.73,5104,87,0.851,0.378
Existing Customer,33,F,1,High School,Married,Unknown,Blue,36,3,2,2,2279,1432,847,0.855,4169,74,0.947,0.628
Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877,1203,674,0.654,2581,57,0.781,0.641
Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,2867,0,2867,0.703,2646,41,0.464,0
Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,29,3,2,2,2506,1362,1144,0.844,4665,82,0.745,0.543
Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,29,5,2,3,1693,1101,592,0.778,4203,87,0.851,0.65
Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137,959,2178,1.008,2925,41,0.414,0.306
Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437,0,2437,0.664,2027,42,0.448,0
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913,0,3913,0.722,5170,93,0.86,0
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,36,6,2,2,4953,991,3962,0.342,4183,67,0.489,0.2
Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,1886,1023,863,0.708,4233,81,0.884,0.542
Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451,599,852,0.752,2192,35,0.458,0.413
Existing Customer,47,F,1,High School,Married,Unknown,Blue,41,3,2,3,2950,1642,1308,0.8,4740,83,0.694,0.557
Existing Customer,36,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,2,3,2024,901,1123,0.659,4861,84,0.75,0.445
Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,3,1,4,2299,0,2299,0.663,2323,47,0.469,0
Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,29,5,3,2,3291,1197,2094,0.672,3228,82,0.708,0.364
Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34,3,1,3,2137,996,1141,0.625,4290,90,0.875,0.466
Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,47,4,2,3,1804,1298,506,0.758,4542,73,0.921,0.72
Existing Customer,60,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,2,2343,2066,277,0.72,4858,69,0.917,0.882
Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,42,6,1,2,3949,1463,2486,1.072,4124,57,0.839,0.37
Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,1682,0.75,1811,39,0.5,0
Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,4,3,3,1724,0,1724,0.67,2725,47,0.424,0
Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,41,3,3,2,2372,1148,1224,0.872,4418,80,0.818,0.484
Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,28,3,3,2,4642,1676,2966,0.615,5080,76,0.81,0.361
Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,30,5,3,3,2765,1211,1554,0.736,4629,58,0.706,0.438
Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,41,5,3,2,2555,1815,740,0.847,4552,75,0.829,0.71
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150,0,3150,0.75,3477,78,0.857,0
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2570,2107,463,0.651,4058,83,0.766,0.82
Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,53,4,2,2,4386,2505,1881,0.806,4064,65,0.806,0.571
